,pelicula_id,compañia,recaudacion
48646,209049,Beijing EE-Media Co.,79.0
48647,209049,Beijing Forbidden City Film Co.,79.0
48648,209049,Star Ritz Productions Co Ltd,79.0
48655,211711,Beijing EE-Media Co.,47.0
48656,211711,Beijing Forbidden City Film Co.,47.0
48661,270842,Beijing EE-Media Co.,0.0
48662,270842,Beijing Forbidden City Film Co.,0.0
48665,49321,Fair Film,0.0
48666,49321,Cecchi Gori Group,0.0
48667,41669,,0.0
48668,41668,,0.0
48671,41665,,0.0
48672,37770,Cecchi Gori Group,0.0
48673,41664,,0.0
48674,38315,Reteitalia,0.0
48675,38313,Maura International Films,0.0
48676,38310,,0.0
48677,26285,,0.0
48678,24161,,0.0
48679,220436,Swedish Film Production (SFP),0.0
48680,342917,Warner Bros. Animation,0.0
48686,277217,Walt Disney Television,0.0
48690,192911,Mattel Playground Productions,0.0
48692,15657,Walt Disney Pictures,0.0
48695,47292,,0.0
48698,25161,Cable Stuff Productions,0.0
48701,39229,Sunrise,0.0
48707,39230,Sunrise,0.0
48713,25423,,0.0
48719,252520,,0.0
48720,7092,Universal Pictures,0.0
48728,154207,,0.0
48729,25180,Public Broadcasting Service (PBS),0.0
48731,25180,Canadian Broadcasting Corporation (CBC),0.0
48737,29055,New Concorde,0.0
48739,27010,Concorde-New Horizons,0.0
48741,29054,Concorde-New Horizons,0.0
48745,20435,J&M Entertainment,0.0
48747,20435,British Lion Film Corporation,0.0
48749,20435,Yorkshire International Films Ltd.,0.0
48763,51881,,0.0
48764,278604,20th Century Fox Television,0.0
48770,20183,,0.0
48773,105073,Colony Pictures,0.0
48774,13204,IDT Entertainment,0.0
48781,23280,Warner Bros.,0.0
48784,283445,Alliance Films,52882018.0
48785,283445,Blumhouse Productions,52882018.0
48786,283445,IM Global,52882018.0
48787,283445,Automatik Entertainment,52882018.0
48788,283445,Entertainment One,52882018.0
48789,283445,Tank Caterpillar,52882018.0
48790,283445,Steady Aim,52882018.0
48791,52485,Lionsgate,0.0
48793,200580,Rogue Star Films,0.0
48795,124471,,0.0
48799,257932,Mili Pictures,0.0
48847,23903,Imagine Entertainment,0.0
48848,23903,Universal Animation Studios,0.0
48849,23903,Toon City,0.0
48853,135858,Zinc Entertainment Inc.,0.0
48855,135858,Bomar OOD,0.0
48861,45940,,0.0
48862,152042,Shaft,0.0
48865,13430,DENTSU Music And Entertainment,33053559.0
48867,295830,Toho Company,0.0
48868,295830,Nikkatsu,0.0
48869,295830,Kôdansha,0.0
48870,295830,Licri,0.0
48887,30575,Pioneer Productions,0.0
48890,37100,Toei Animation,0.0
48891,37100,Pioneer Entertainment,0.0
48898,28460,Toei Animation,0.0
48901,94052,,0.0
48906,53129,Studio Trite,0.0
48916,52761,Les Productions Artistes Associés,0.0
48918,52761,Belvision,0.0
48920,52761,Dargaud Films,0.0
48934,193502,Tokyo Broadcasting System (TBS),0.0
48935,193502,WoWow,0.0
48936,193502,Toho,0.0
48937,193502,Hokkaido Broadcasting Co.,0.0
48946,75634,Picture Palace,0.0
48948,75634,Celtic Films Entertainment,0.0
48962,115873,,300000.0
48964,42949,Apipoulaï,0.0
48965,42949,Avalanche Productions,0.0
48966,42949,EuropaCorp,0.0
48976,33787,IndieProd Company Productions,0.0
48977,33787,Phoenix Entertainment Group (PEG),0.0
48982,41241,Turner Original Productions,0.0
48985,58625,Silver Nitrate,0.0
48988,76940,,0.0
48992,20044,,0.0
48996,12448,Walt Disney Pictures,0.0
48998,12448,Walt Disney Television Animation,0.0
49000,12448,Walt Disney Animation Japan,0.0
49020,204342,L'espace Vision,0.0
49021,204342,T-Joy,0.0
49024,20947,Maksim Gorki Studio,0.0
49028,347096,Arrowstorm Entertainment,0.0
49031,26847,,0.0
49040,60061,Dino de Laurentiis Cinematografica,0.0
49041,17433,Group TAC,0.0
49042,17433,Capcom,0.0
49045,284279,Filmkameratene A/S,0.0
49047,356216,Carnaby International,0.0
49048,356216,Saracen Films,0.0
49049,356216,Torn Pictures,0.0
49050,72720,Mainframe Entertainment,0.0
49053,150213,TV Tokyo,44057737.0
49056,150213,Oriental Light and Magic,44057737.0
49059,150213,GameFreak,44057737.0
49062,150213,East Japan Marketing & Communications Inc.,44057737.0
49065,150213,Shogakukan,44057737.0
49068,150213,Pikachu Project,44057737.0
49071,150213,The Pokémon Company,44057737.0
49074,150213,Shogakukan-Shueisha Productions,44057737.0
49077,150213,Production I.G.,44057737.0
49080,150213,Oriental Light and Magic Team Koitabashi,44057737.0
49083,50087,TV Tokyo,0.0
49086,50087,GameFreak,0.0
49101,345468,BoulderLight Pictures,0.0
49104,303903,The Pokémon Company,0.0
49108,350499,TV Tokyo,0.0
49109,350499,Oriental Light and Magic,0.0
49110,350499,Shogakukan-Shueisha Productions,0.0
49117,50506,The Hallmark Channel,0.0
49121,50506,Dan Wigutow Productions,0.0
49125,50506,KZ Productions,0.0
49165,42673,Alberta Film Entertainment,0.0
49167,42673,Well Done Productions,0.0
49173,287948,EuropaCorp,72629670.0
49182,86868,Les Films Manuel Munz,40924982.0
49183,86868,Télégraphe,40924982.0
49184,86868,Vertigo,40924982.0
49185,86868,La Vérité Production,40924982.0
49186,31359,TPS Cinéma,42700000.0
49187,31359,TF1 Films Production,42700000.0
49188,31359,M6 Métropole Télévision,42700000.0
49189,31359,Télégraphe,42700000.0
49190,31359,Vertigo,42700000.0
49191,50126,Three Angels Productions,0.0
49215,264264,China Film Group Corporation (CFGC),0.0
49216,264264,Beijing Gallop Horse Film & TV Production,0.0
49217,34204,Disney Channel,0.0
49218,34204,Just Singer Entertainment,0.0
49227,51836,"Alberta Film Development Program of the Alberta Foundation for the Arts, The",0.0
49233,46169,Walt Disney Studios Home Entertainment,0.0
49235,46169,Disney Channel,0.0
49249,319341,M6 Films,0.0
49250,319341,Pathe,0.0
49251,319341,Umedia,0.0
49252,319341,Chapter 2,0.0
49253,319341,Fargo Films,0.0
49254,351901,WWE Studios,0.0
49256,60190,Filmirage,0.0
49257,60190,Production Group S.r.l.,0.0
49260,356149,,0.0
49261,28538,Mercury Film International,0.0
49262,340382,Toho Company,0.0
49263,340382,Nikkatsu,0.0
49264,340382,Kôdansha,0.0
49265,340382,Licri,0.0
49282,212162,Shaft,12947880.0
49285,152044,Shaft,0.0
49288,19430,,0.0
49290,30921,The Image Organization,0.0
49291,30921,Republic Entertainment,0.0
49292,30921,Starlight Film,0.0
49296,329263,Constantin Film,83027924.0
49298,20378,,0.0
49302,43551,RKO Radio Pictures,0.0
49304,55612,Miso Film,0.0
49305,55612,Cinemiso,0.0
49310,40251,Witchboard Partners,168180.0
49312,182131,Trigger,0.0
49316,10645,Kinowelt Filmproduktion,0.0
49317,459,Ernst Marischka & Co,0.0
49319,459,Erma-Filmproduktionsgesellschaft,0.0
49325,457,Herzog,0.0
49328,40487,Paramount Pictures,0.0
49330,40487,Full Moon Entertainment,0.0
49340,38237,Paramount Pictures,0.0
49341,38237,Republic Pictures (II),0.0
49342,38237,Premiere Entertainment Productions,0.0
49349,277967,Dor Film Produktionsgesellschaft GmbH,0.0
49352,277967,Dor Film-West Produktionsgesellschaft,0.0
49367,159824,Columbia Pictures,473226958.0
49369,159824,Sony Pictures Animation,473226958.0
49379,204582,,0.0
49380,86040,,0.0
49381,339530,Universal 1440 Entertainment,0.0
49384,297762,Dune Entertainment,820580447.0
49386,297762,Atlas Entertainment,820580447.0
49388,297762,Warner Bros.,820580447.0
49390,297762,DC Entertainment,820580447.0
49392,297762,Cruel & Unusual Films,820580447.0
49394,297762,TENCENT PICTURES,820580447.0
49396,297762,Wanda Pictures,820580447.0
49426,302349,27 Films Production,0.0
49432,302349,Potemkino,0.0
49438,302349,Iron sky universe,0.0
49498,353616,,0.0
49499,99760,Ópalo Films,930349.0
49500,338312,,0.0
49503,156389,,0.0
49504,156388,,0.0
49505,80105,Globomedia / Antena 3 Films / Cangrejo Films,0.0
49508,93230,,0.0
49512,32105,Peter Rogers Productions,0.0
49513,170759,barefoot films,0.0
49514,170759,Béla Jarzyk Production,0.0
49515,191975,,0.0
49516,158848,,0.0
49518,60193,,0.0
49519,56287,Titanus,0.0
49521,353595,Warner Bros. Animation,0.0
49525,54297,,0.0
49526,70553,Double Helix Films,0.0
49527,44848,,0.0
49528,20381,,0.0
49530,331576,Sil-Metropole Organisation,0.0
49532,331576,Sun Entertainment Culture,0.0
49534,331576,Bona Film Group,0.0
49536,331576,Maximum Gain Kapital Group,0.0
49554,38015,,0.0
49556,39111,GMM Tai Hub (GTH),0.0
49558,32213,Cinema Service,0.0
49559,32213,CJ Entertainment,0.0
49564,10257,,0.0
49568,33338,Greater China Media Entertainment,0.0
49572,73897,,0.0
49573,11175,,0.0
49577,253451,Tristone Entertainment Inc.,0.0
49579,56549,CTB Film Company,0.0
49580,56549,Nikola Film,0.0
49581,24889,Bona Entertainment,0.0
49582,24889,Sil-Metropole Organisation,0.0
49583,24889,Beijing EE-Media Co.,0.0
49584,24889,Xi'an Qujian Film &  TV Investment Group Company,0.0
49585,24889,Neo Studios,0.0
49586,24889,Pop Movies,0.0
49593,137409,Edko Films,0.0
49595,137409,Irresistible Films,0.0
49597,137409,Irresistible Delta,0.0
49605,74639,Bona Entertainment,0.0
49606,74639,Sil-Metropole Organisation,0.0
49607,74639,Pop Movies,0.0
49614,262137,Sil-Metropole Organisation,0.0
49618,262137,Pop Movies,0.0
49622,262137,Bona International Film Group,0.0
49662,162006,,0.0
49664,45303,,0.0
49670,200645,Les Films Alain Sarde,0.0
49671,200645,Pathe,0.0
49672,233639,Constantin Film Produktion,0.0
49673,233639,SamFilm Produktion,0.0
49676,3936,,0.0
49677,222832,EDKO Film,0.0
49678,146301,Paramount Pictures,78096553.0
49679,146301,Blumhouse Productions,78096553.0
49682,28071,Profilmes,0.0
49683,28071,"Pérez Pareja, M. Flor",0.0
49684,28071,Ancla Century Films,0.0
49685,292014,Wizart Animation,0.0
49689,2734,Turner Network Television,0.0
49695,2734,Five Mile River Films,0.0
49701,2734,Beta Film,0.0
49707,2734,Lux Vide,0.0
49737,44296,,0.0
49738,47354,Universal Pictures,0.0
49741,13721,,0.0
49743,34942,Universal Cartoon Studios,0.0
49746,62762,Shaw Brothers,0.0
49748,135659,Nordisk Film,0.0
49754,254201,Zentropa Entertainments,0.0
49757,254201,Zentropa International Sweden,0.0
49760,254201,Film i Väst,0.0
49772,231001,Ruthless Pictures,0.0
49773,60278,Capitol Films,0.0
49775,60278,Nicetop Independent Ltd,0.0
49777,60278,Hakuhodo,0.0
49779,60278,Media Suits,0.0
49781,17038,,0.0
49785,44037,Stage 6 Films,0.0
49786,44037,Curmudgeon Films,0.0
49787,44037,RCR Media Group,0.0
49788,44037,UFO Films,0.0
49801,135309,Unified Film Organization (UFO),0.0
49803,335462,Beijing Dengfeng International Culture,80000000.0
49804,335462,Chunqiu Time Co.,80000000.0
49805,335462,Nanking Military Area Command Of The TV Art Centre,80000000.0
49812,45233,Les Films Jacques Leitienne,0.0
49814,45233,Beatrice Film,0.0
49816,45233,Imp.Ex.Ci.,0.0
49818,45233,Les Films de Chauvin,0.0
49828,64931,Showbox Entertainment,0.0
49833,36693,FM Entertainment,0.0
49835,41955,,340312.0
49837,63536,Mosfilm,0.0
49838,63536,Gosteleradio,0.0
49841,41979,Mosfilm,0.0
49844,74405,Picture Palace,0.0
49848,74405,Celtic Films Entertainment,0.0
49876,75133,Central Independent Television,0.0
49878,75133,Picture Palace,0.0
49880,75133,Celtic Films Entertainment,0.0
49900,75134,Central Independent Television,0.0
49902,75134,Picture Palace,0.0
49904,75134,Celtic Films Entertainment,0.0
49918,312221,New Line Cinema,173567581.0
49919,312221,Warner Bros.,173567581.0
49920,312221,Metro-Goldwyn-Mayer (MGM),173567581.0
49921,312221,Chartoff Winkler Productions,173567581.0
49922,4728,,0.0
49923,11913,Société Nouvelle de Cinématographie (SNC),0.0
49925,4727,Franca Films,0.0
49926,4727,Société Nouvelle de Cinématographie (SNC),0.0
49927,10516,,0.0
49931,75140,Picture Palace,0.0
49934,75140,Celtic Films Entertainment,0.0
49937,75140,Carlton UK Productions,0.0
49940,57991,,0.0
49942,45990,,0.0
49944,75532,Ponti-De Laurentiis Cinematografica,0.0
49945,75532,Golden Film,0.0
49948,75142,Picture Palace,0.0
49951,75142,Celtic Films Entertainment,0.0
49954,75142,Carlton UK Productions,0.0
49957,71995,,0.0
49958,62034,Rosa Film,0.0
49960,60175,,0.0
49961,237672,Anugraha Cine Arts,0.0
49963,75143,Picture Palace,0.0
49966,75143,Celtic Films Entertainment,0.0
49981,10939,Gaumont,0.0
49983,84774,Kievnauchfilm,0.0
49987,63537,Mosfilm,0.0
49988,63537,Zhanr,0.0
49991,63538,Mosfilm,0.0
49992,63538,Zhanr,0.0
49995,65591,Mosfilm,0.0
49998,65594,Mosfilm,0.0
50001,59803,Союзмультфильм,0.0
50003,253192,Strela,5279982.0
50004,19493,Meridian Broadcasting Ltd,0.0
50008,83456,"Kinokompaniya ""Kvadrat""",17808683.0
50010,19543,Hollywood Media Bridge,0.0
50012,19543,Stage 6 Films,0.0
50022,44951,,0.0
50024,79722,,0.0
50028,51411,Universal International Pictures (UI),0.0
50029,48300,Shaw Brothers,0.0
50030,66160,Shaw Brothers,0.0
50032,62071,Shaw Brothers,0.0
50034,48943,,0.0
50037,108794,Picture Palace,0.0
50040,108794,Celtic Films Entertainment,0.0
50055,31060,,5330000.0
50056,31061,,0.0
50057,32926,,0.0
50058,257343,Çamaşırhane,149521495.0
50059,257343,Kinostar,149521495.0
50060,257343,Tiglon,149521495.0
50061,257343,Emrah Gamsızoğlu,149521495.0
50062,76084,Sol Lesser Productions,0.0
50064,24647,Svensk Filmindustri,0.0
50065,292177,DHX Media,0.0
50067,292177,Hasbro Studios,0.0
50077,349158,DHX Media,0.0
50081,349158,Hasbro Studios,0.0
50093,336884,Filmkompaniet MadMonkey,0.0
50094,69152,Fulvia Film,0.0
50100,213755,,0.0
50106,317953,Rogue Star Films,0.0
50107,246594,"Asylum, The",0.0
50110,71744,,0.0
50111,216983,,0.0
50113,331836,M6 Films,0.0
50114,331836,Axel Films,0.0
50115,331836,Madame Films,0.0
50116,23150,ufotable,0.0
50117,23150,TYPE-MOON,0.0
50122,23151,ufotable,0.0
50123,23151,TYPE-MOON,0.0
50128,23153,ufotable,0.0
50129,23153,TYPE-MOON,0.0
50134,23166,ufotable,0.0
50135,23166,TYPE-MOON,0.0
50136,23167,ufotable,0.0
50137,23167,TYPE-MOON,0.0
50138,15706,TLA Releasing,0.0
50142,15706,Luna Filmproduktion,0.0
50146,103122,Filmes International,0.0
50147,103122,Dania Cinematografica,0.0
50148,9048,Film Workshop,0.0
50152,299579,Muse Entertainment Enterprises,0.0
50158,26736,Disney Channel,0.0
50163,30059,Rankin/Bass Productions,0.0
50165,334376,Production I.G,101203.0
50167,329833,Scott Rudin Productions,55969000.0
50168,329833,Red Hour Films,55969000.0
50169,24712,Nordisk Film,0.0
50171,24713,Nordisk Film,0.0
50173,267048,Sveriges Television (SVT),0.0
50174,267048,ZDF Enterprises,0.0
50175,267048,Tre Vänner Produktion AB,0.0
50182,359983,Walt Disney Television Animation,0.0
50185,47647,,0.0
50188,89645,Monogram Pictures,0.0
50190,282069,Dentsu,0.0
50191,282069,KDDI Corporation,0.0
50192,282069,GyaO,0.0
50196,282070,Dentsu,0.0
50197,282070,KDDI Corporation,0.0
50198,282070,GyaO,0.0
50202,36771,,0.0
50203,55254,,0.0
50204,62900,Spede-Team,0.0
50205,55776,,0.0
50206,62898,,0.0
50207,62896,,0.0
50208,62897,,0.0
50209,62894,,0.0
50210,55558,,0.0
50212,36767,Spede-Production Oy,0.0
50213,36766,Funny-Films Oy,0.0
50214,36765,,0.0
50215,58074,Cineriz,0.0
50216,56068,D.D.L.,0.0
50217,66177,,0.0
50218,26028,Pennebaker Films,0.0
50219,26028,Are You Experienced?,0.0
50220,274167,Paramount Pictures,242786137.0
50221,274167,Gary Sanchez Productions,242786137.0
50222,274167,Red Granite Pictures,242786137.0
50223,328848,Stephanie Germain Productions,0.0
50224,328848,Brad Krevoy Television,0.0
50225,328848,Swensen Productions,0.0
50229,361751,Front Street Pictures,0.0
50230,361751,Brad Krevoy Television,0.0
50233,366630,Two 4 The Money Media,0.0
50235,140300,Twentieth Century Fox Film Corporation,521170825.0
50237,140300,DreamWorks Animation,521170825.0
50239,140300,China Film Co.,521170825.0
50241,140300,Oriental DreamWorks,521170825.0
50275,154738,Madhouse,0.0
50276,154738,Kitty Films,0.0
50277,154738,Tokuma Japan Communications Co. Ltd.,0.0
50281,40800,,0.0
50282,70702,RKO Radio Pictures,0.0
50286,40246,Rankin/Bass Productions,0.0
50289,254736,Komplizen Film,0.0
50304,254736,O Som e a Fúria,0.0
50319,254736,Shellac Sud,0.0
50334,347201,Studio Pierrot,0.0
50337,317442,Aniplex,0.0
50340,98440,,0.0
50341,98438,,0.0
50342,98439,Phil Cooke Pictures,0.0
50343,140054,,0.0
50344,129745,,0.0
50345,201386,,7471304.0
50346,89145,Monogram Pictures,0.0
50349,35639,Studio 100,0.0
50350,111480,,0.0
50358,27548,Bare Bones Productions,0.0
50359,27621,Walt Disney Pictures,0.0
50360,27621,Disney Channel,0.0
50369,349176,Fuji Television Network,0.0
50370,349176,Robot Communications,0.0
50377,60181,TIT Filmproduktion GmbH,0.0
50380,32643,,0.0
50384,115547,Chata Pictures,0.0
50385,115547,Templeheart Films,0.0
50386,115547,Press On Features,0.0
50387,115547,Silver Town Films,0.0
50388,115547,Sir Dark Knight Productions,0.0
50394,135307,DUNE/Canal+,0.0
50395,72054,Fridthjof Film,0.0
50396,89877,Nordisk Film,0.0
50397,79516,Asmik Ace Entertainment,0.0
50401,79516,Digital Frontier,0.0
50405,79516,Namco Bandai Games,0.0
50421,13274,Madhouse,0.0
50422,13274,Square Enix,0.0
50427,16907,Bandai Visual Company (JAPAN),0.0
50428,16907,Toho Company,0.0
50429,16907,Dentsu Inc.,0.0
50430,16907,Aniplex,0.0
50431,16907,Shueisha,0.0
50432,16907,TV Tokyo,0.0
50433,16907,Studio Pierrot,0.0
50455,193439,Monogram Pictures,0.0
50457,55873,,0.0
50463,46695,,0.0
50464,84951,Vista Street Entertainment,0.0
50465,47360,Concorde-New Horizons,0.0
50471,47363,Concorde-New Horizons,0.0
50474,28920,,0.0
50476,56589,Productions 2000,0.0
50477,323675,Universal Pictures,124827316.0
50478,323675,Cube Vision,124827316.0
50479,323675,Will Packer Productions,124827316.0
50480,323675,Reel Chefs Catering,124827316.0
50485,366924,DC Comics,0.0
50486,366924,Warner Bros. Animation,0.0
50491,157293,UTV Motion Pictures,222000.0
50493,333658,A+E Studios,0.0
50494,333658,Jane Startz Productions,0.0
50495,333658,Side Street Post,0.0
50499,137533,Edgar J. Scherick Associates,0.0
50503,68555,,0.0
50509,77294,,0.0
50510,18874,Production I.G.,0.0
50515,62738,,0.0
50516,378385,Universal 1440 Entertainment,0.0
50525,263341,The Weinstein Company,0.0
50526,263341,Yucaipa Films,0.0
50527,263341,Pegasus Taihe Entertainment,0.0
50534,267860,Millennium Films,205754447.0
50537,267860,LHF Film,205754447.0
50540,267860,Gerard Butler Alan Siegel Entertainment,205754447.0
50543,267860,Nu Boyana Film Studios,205754447.0
50570,361263,Sony Pictures Television,0.0
50574,24569,The Rank Organisation,0.0
50578,17276,The Rank Organisation,0.0
50579,17276,Peter Rogers Productions,0.0
50580,24571,The Rank Organisation,0.0
50581,19297,The Rank Organisation,0.0
50582,19252,The Rank Organisation,0.0
50583,24654,,138913.0
50585,366249,Nordisk Film,0.0
50586,366249,Yellow Film & TV,0.0
50587,24570,The Rank Organisation,0.0
50589,20731,,0.0
50591,19293,The Rank Organisation,0.0
50593,365222,Mandarin Films Distribution Co.,156844753.0
50605,182219,UGC,0.0
50607,382155,,0.0
50611,74919,Agencja Produkcji Filmowej,0.0
50612,74919,ATM Grupa S.A.,0.0
50613,74919,Dziki Film,0.0
50617,127329,Mega-Vision Pictures (MVP),0.0
50623,27598,Artfilm,0.0
50624,27598,Svensk Filmindustri (SF),0.0
50625,41472,,0.0
50628,61320,,0.0
50630,61313,,0.0
50632,11946,Artfilm,0.0
50633,11946,Svensk Filmindustri (SF),0.0
50636,20294,A.G. Films,36500000.0
50640,15974,Eros International,0.0
50642,14546,Shree Ashtavinayak Cine Vision,0.0
50643,262227,Sri Lakshmi Narasimha Productions,0.0
50648,44425,,0.0
50651,44978,Eros International,0.0
50652,44978,Shree Ashtavinayak Cinevision Ltd,0.0
50655,49028,Cloud Nine Movies,0.0
50657,49028,Cinergy Pictures,0.0
50667,158519,ASA Productions and Enterprises Pvt. Ltd,0.0
50669,2764,,0.0
50670,382517,Sony Pictures Animation,0.0
50682,46780,Puck Film Productions,0.0
50683,9084,,0.0
50686,285803,Ajay Devgn Films,0.0
50687,285803,Reliance Entertainment,0.0
50690,348537,Telecinco Cinema,0.0
50700,14962,O Entertainment,0.0
50702,26743,,0.0
50703,33371,Nelvana,0.0
50704,33371,Wild Things Productions,0.0
50705,33371,Paramount Animation,0.0
50709,19812,ASA Film Produktion ApS,0.0
50710,19812,Easy Film,0.0
50711,19812,Scanbox Entertainment,0.0
50715,193460,Monogram Pictures,0.0
50716,186775,Monogram Pictures,0.0
50717,361131,Super Cassettes Industries Limited (T-Series),0.0
50719,76784,M&B FILM3 BV,0.0
50721,33407,Paradox Spillefilm A/S,0.0
50722,33407,Paradox,0.0
50727,363844,Marquis Productions,0.0
50728,367596,,0.0
50730,26329,The Rank Organisation,0.0
50731,165432,,0.0
50732,382581,Mattel Entertainment,0.0
50736,216016,,0.0
50737,186268,Monogram Pictures,0.0
50738,166904,,0.0
50739,3938,,0.0
50740,136585,Troma Entertainment,0.0
50743,207680,Troma Entertainment,0.0
50744,207680,Troma,0.0
50747,42606,,0.0
50748,75745,,0.0
50753,347689,Apatow Productions,0.0
50754,347689,Netflix,0.0
50759,63065,Radio Bremen,0.0
50760,63065,Westdeutscher Rundfunk,0.0
50761,302688,Universal Pictures,88923251.0
50763,302688,Playtone,88923251.0
50765,302688,HBO Films,88923251.0
50767,302688,Gold Circle Films,88923251.0
50785,33419,Universal Pictures,0.0
50791,85231,Columbia Pictures Corporation,0.0
50794,376716,Strela,4314688.0
50795,379291,DC Comics,0.0
50796,379291,Warner Bros. Animation,0.0
50797,379291,DC Entertainment,0.0
50801,182950,Monogram Pictures,0.0
50803,357096,Cinetel Films,0.0
50805,193459,Monogram Pictures,0.0
50806,85232,Columbia Pictures Corporation,0.0
50811,185289,,0.0
50812,184328,Monogram Pictures,0.0
50813,185273,Monogram Pictures,0.0
50814,187516,Monogram Pictures,0.0
50815,156603,Monogram Pictures,0.0
50816,180819,Monogram Pictures,0.0
50817,252916,Monogram Pictures,0.0
50819,115706,Monogram Pictures,0.0
50821,192371,,0.0
50822,116160,,0.0
50823,107966,Monogram Pictures,0.0
50826,174195,Monogram Pictures,0.0
50827,116190,Allied Artists Pictures,0.0
50828,70313,Allied Artists Pictures,0.0
50829,144852,Allied Artists Pictures,0.0
50830,193435,Allied Artists Pictures,0.0
50831,178569,Allied Artists Pictures,0.0
50832,177234,Allied Artists Pictures,0.0
50833,230182,Allied Artists Pictures,0.0
50835,109907,,0.0
50839,282346,,0.0
50842,116312,Impala,1622164.0
50844,116312,In-Cine Compania Industrial Cinematografica,1622164.0
50846,290595,Universal Pictures,164602163.0
50847,290595,Perfect World Pictures,164602163.0
50848,290595,Roth Films,164602163.0
50855,325133,Universal Pictures,108758521.0
50856,325133,Perfect World Pictures,108758521.0
50857,325133,Point Grey Pictures,108758521.0
50858,325133,Good Universe,108758521.0
50859,29487,Larry Darmour Productions,0.0
50860,29490,Larry Darmour Productions,0.0
50862,29829,Larry Darmour Productions,0.0
50864,52854,Shaw Brothers,0.0
50865,56078,,0.0
50867,23154,ufotable,0.0
50868,23154,TYPE-MOON,0.0
50869,212156,ufotable,0.0
50870,212156,TYPE-MOON,0.0
50873,3941,Columbia Pictures Corporation,0.0
50874,1652,Senator Film Produktion,0.0
50876,9657,Zweites Deutsches Fernsehen (ZDF),0.0
50877,9657,Rialto Film,0.0
50878,9657,Rüssel Video & Audio,0.0
50879,9252,Zweites Deutsches Fernsehen (ZDF),0.0
50880,9252,Rialto Film,0.0
50881,9252,Rüssel Video & Audio,0.0
50882,9379,Rialto Film,0.0
50883,9379,Rüssel Video & Audio,0.0
50884,60964,Gonzo,0.0
50885,60964,Big West,0.0
50886,60964,Satelight,0.0
50887,60964,8bit,0.0
50896,47747,ufotable,0.0
50897,47747,TYPE-MOON,0.0
50900,363354,Tokyo Broadcasting System (TBS),0.0
50903,89458,,0.0
50905,50025,,0.0
50907,326423,New Line Cinema,55030051.0
50908,326423,Cube Vision,55030051.0
50909,326423,MGM,55030051.0
50910,127380,Walt Disney Pictures,1028570889.0
50911,127380,Pixar Animation Studios,1028570889.0
50912,127380,Hurwitz Creative,1028570889.0
50922,137400,,0.0
50926,15088,Metro-Goldwyn-Mayer (MGM),0.0
50929,40080,MGM Television,0.0
50933,4457,Filmirage,0.0
50934,76081,Allfin A.G.,0.0
50936,76081,American International Pictures (AIP),0.0
50942,23767,Ayngaran International,0.0
50943,23767,Ananda Picture Circuit,0.0
50948,113332,Titanus Produzione,0.0
50952,34194,Anime International Company,0.0
50956,343972,Columbia Pictures Corporation,0.0
50957,21769,Pioneer L.D.C,0.0
50962,125513,Toei Animation,0.0
50966,28697,Fuji TV,0.0
50967,28697,Studio Wombat,0.0
50968,28697,PONY CANYON,0.0
50969,28697,NAS,0.0
50974,125521,Toei Animation,0.0
50978,82386,,0.0
50980,125510,Toei Animation,0.0
50984,41365,Kadokawa Shoten Publishing Co. Ltd.,0.0
50985,41365,TV Tokyo,0.0
50986,41365,Toei Animation,0.0
50987,41365,Bandai Visual,0.0
51000,35105,Toei Animation,0.0
51004,14829,,0.0
51010,34935,,0.0
51012,25843,,0.0
51018,87636,YUMETA COMPANY,0.0
51019,134053,YUMETA COMPANY,0.0
51020,155017,Idol Company,0.0
51021,155017,Victor Entertainment,0.0
51022,160399,Idol Company,0.0
51023,160399,Victor Entertainment,0.0
51024,71449,Zero Gravity Management,0.0
51028,71444,Zero Gravity Management,0.0
51031,31472,Hammer Film Productions,0.0
51032,30,Studio 4°C,0.0
51034,336026,Shochiku,0.0
51035,5066,Anglo-Amalgamated Film Distributors,0.0
51036,383121,Imagine Entertainment,0.0
51037,383121,Universal 1440 Entertainment,0.0
51040,116185,Wide Angle Creations,0.0
51042,116185,IN Entertainment,0.0
51044,62756,Reliance Big Pictures,9700000.0
51045,62756,Studio Green,9700000.0
51050,35752,,0.0
51052,258509,Regency Enterprises,233755553.0
51053,258509,Fox 2000 Pictures,233755553.0
51054,258509,Sunswept Entertainment,233755553.0
51055,258509,Bagdasarian Productions,233755553.0
51056,258509,TSG Entertainment,233755553.0
51072,300665,Campbell Grobman Films,0.0
51073,300665,LF2 Productions,0.0
51074,295273,,0.0
51080,33604,Avala Film,0.0
51081,58007,Titanus,0.0
51082,78375,PM Entertainment Group,0.0
51084,75897,Collina Film,0.0
51085,241259,Walt Disney Pictures,299370084.0
51087,241259,Team Todd,299370084.0
51089,241259,Tim Burton Productions,299370084.0
51091,241259,Roth Films,299370084.0
51093,241259,Legend3D,299370084.0
51105,317121,The Hallmark Channel,0.0
51107,381615,Two 4 The Money Media,0.0
51109,374739,,0.0
51112,81976,Bob Swerer Productions,0.0
51114,122293,Syfy,0.0
51116,122293,Rainbow Pictures,0.0
51118,122293,Cinetel Films,0.0
51120,122293,Movie Central,0.0
51122,122293,Reel One Entertainment,0.0
51154,302508,,0.0
51156,291805,Summit Entertainment,334901337.0
51164,291805,Lionsgate,334901337.0
